create_time,date,magnet,name,title,url
,,magnet:?xt=urn:btih:fa5dd9b1de4bf1e081586a9ae714e3e80ff2922e&dn=机械师2：复活_修正BD中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,,2016年美国7分动作片《机械师2：复活》BD中英双字,https://www.dy2018.com/i/97291.html
,,"magnet:?xt=urn:btih:57f073612241fdb71a71d59386b7396160c23df5&dn=战神纪_HD高清国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:QXPHJ7RTW5VFFWRZURUFTIMJAZ4XJAFO&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce",,2018年国产6.4分奇幻片《战神纪》HD高清国语中字,https://www.dy2018.com/i/99601.html
,,"magnet:?xt=urn:btih:f408d3b4287e848965dce1afabe41b3a90138bc0&dn=燃烧-2018_HD韩语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:THII56774HR333FMAWCN33LRBHB6SDJX&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce",,2018年韩国8.3分剧情片《燃烧》HD韩语中字,https://www.dy2018.com/i/99604.html
,,"magnet:?xt=urn:btih:28db9627f9e85c025bb2dbcfb24532983a07375d&dn=米花之味_HD高清国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:PTXHQCKTR4YOFD32EJMDX4HMJQU6GADZ&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce",,2017年国产7.6分剧情片《米花之味》HD高清国语中字,https://www.dy2018.com/i/99618.html
,,"magnet:?xt=urn:btih:209b48b727f234ee35043a90a58e179fa9820424&dn=火狐一号出击-2018_BD中英双字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:2A47ID5ZNSAQEWR3AUQZ3CRK5NW6D5NJ&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce",,2018年欧美6.5分剧情片《火狐一号出击》BD中英双字,https://www.dy2018.com/i/99626.html
,,"magnet:?xt=urn:btih:a329e65cbb542a05bf5fd8cc135112ce96b4afce&dn=后来的我们_HD高清国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:L42OL7QLRIFSQ3SWK5XVYVLPXVKS5O2S&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce",,2018年国产爱情片《后来的我们》HD高清国语中字,https://www.dy2018.com/i/99660.html
,,"magnet:?xt=urn:btih:0f8d008010f2eceb82db8d79f0bea8c7edd54b3b&dn=华盛顿邮报_BD中英双字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:J4LHZHM2TJRUL7XLUREO4X4GZQPE4DYU&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:DRWJB5BMXNBCXH6FZKUUZSZSTSUXUEIO&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce",,2017年美国8.2分剧情片《华盛顿邮报》BD精校中英双字,https://www.dy2018.com/i/99307.html
,,"magnet:?xt=urn:btih:1f2efd0bdcda9cfba3fb61833c4f074b514a0fd3&dn=金钱世界-2017_BD中英双字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:SVIXBD36JFAF26HKORUR2NUBKO32IAE5&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:2Z772FUVMOKTUHEG4Q2V7XS745KURH6Y&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce",,2017年美国7.1分悬疑片《金钱世界》BD中英双字,https://www.dy2018.com/i/99243.html
,,"magnet:?xt=urn:btih:36f8ac926df3705e63a06be4b6b11431981b29c5&dn=西游记女儿国_HD高清国语中英双字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:6a20615fb251176cd92654b1ab6e1ce03d5ec0c0&dn=西游记女儿国_BD国粤双语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:I3S4HE5RSLEGPOHQ7RCIZJ5LQ66DE4PW&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:MG6NX44QIGXMKUKIGISATJCUA6LIWNWT&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce",,2018年国产奇幻片《西游记之女儿国》BD国粤双语中字,https://www.dy2018.com/i/99185.html
,,"magnet:?xt=urn:btih:843e9d6100e3712805bc3087d5d17f9fcaa3dd4b&dn=祖宗十九代_HD高清国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:DTDBLCE6FAWO53HDDTVDYSRNPUGX3KFR&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce",,2018年国产喜剧片《祖宗十九代》HD高清国语中字,https://www.dy2018.com/i/99262.html
,,"magnet:?xt=urn:btih:430ca7b48d57700fba60eda696f3d03769ee8b7c&dn=茉莉牌局_BD中英双字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:QQ6HD2MLAICKCS3SNA64EYIQ4U4YVIUV&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce",,2017美国7.2分剧情片《茉莉牌局》BD中英双字,https://www.dy2018.com/i/99263.html
,,"magnet:?xt=urn:btih:89aad5bcc64d5dd4a8082e094c45551e6e8d438b&dn=魅影缝匠_BD中英双字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:PFAAD455722ZTRDZMF7O3CLWXD4R5GHP&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce",,2017年美国7.8分剧情片《魅影缝匠》BD中英双字,https://www.dy2018.com/i/99266.html
,,"magnet:?xt=urn:btih:8ed2663cc4b15a4d06fa53c682b437993599b727&dn=大世界-2017_HD高清国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:X466ATSZ2UXAMU4LVAUAN4YZDIT6GP2G&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce",,2017年国产7.1分动画片《大世界》HD高清国语中字,https://www.dy2018.com/i/99278.html
,,"magnet:?xt=urn:btih:d05e05447fd31e9c5f8372098ef9feb2a68be703&dn=宣告黎明的露之歌_BD国日双语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:X4W5PY7LHOUJFV3JTTOIUVKC7WROY3EI&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce",,2017年日本8.0分动画片《宣告黎明的露之歌》BD国日双语中字,https://www.dy2018.com/i/99176.html
,,"magnet:?xt=urn:btih:43e64b3252ff6c582682ab8edf2c91600b3ec559&dn=聚焦-2015_BD中英双字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:JSG4IB3YS6DVBOMWAYL7IPTONUHRJZ7H&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce",,2015年美国8.2分历史传记片《聚焦/惊爆焦点》BD中英双字,https://www.dy2018.com/i/96388.html
,,"magnet:?xt=urn:btih:16b15fff0ea7d28006b4ff4717067b50ce8b9479&dn=勇敢者游戏：决战丛林_BD国英双语中英双字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:O4D2LGYHGNZIV35TQS5BBOXNP756NUT6&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:UDICKEYVKUYK5J5GFVLEC5YCR6JRMWXE&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:MVJLATLPOQYMKMHYBBZRJQ5PSPWD2SUF&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce",,2017年美国7.2分动作片《勇敢者游戏：决战丛林》BD双语双字,https://www.dy2018.com/i/99148.html
,,"magnet:?xt=urn:btih:7d52a52a29ac505aea15dbcee17a721b66a3928a&dn=公牛历险记_BD国粤英三语中英双字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:YMUF2F3WWXM2OAKS6CRMJVDGNRUFWGZW&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:VMDJS6SRRONSE7STGVEL335JLJ7NTU2M&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce",,2017年欧美7.4分动画片《公牛历险记》BD国粤英三语中英双字,https://www.dy2018.com/i/99112.html
,,"magnet:?xt=urn:btih:6cea997a48ca2a45d88ba97ee621786db202cb18&dn=帕丁顿熊2_BD国粤英三语中英双字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:KRHYOE5DZKMLGGBYZMWFEZAEDUNM3L3P&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:6CSJ37ZWTH5SWQFPNPAF64M5KQDJAMZA&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:MYHQHTXJD637IBDPUJ5CBZGCX5ZO3FBH&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce",,2017年欧美8.3分喜剧片《帕丁顿熊2》BD国粤英三语中英双字,https://www.dy2018.com/i/99150.html
,,"magnet:?xt=urn:btih:f146f23d26590d6617054cf9bff5f8153d38f0af&dn=奇门遁甲-2017_BD国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:AHC5RYNNYVFPSQMZTPY73XYK5PPUSOFT&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:CBUJTEZ3PMCKOFEEHJYKL65MH5IPJNVN&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce",,2017年国产动作片《奇门遁甲》BD国语中字,https://www.dy2018.com/i/98977.html
,,"magnet:?xt=urn:btih:baf84c594914e72d311b468d8624da6a10125b41&dn=南极之恋_HD高清国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:4OW75DY6NKX5IA2FA2C3BEBNUIZ4A7KH&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce",,2018年国产6.9分爱情片《南极之恋》HD高清国语中字,https://www.dy2018.com/i/99239.html
,,magnet:?xt=urn:btih:5RILAKXL2T6BJ7CYWFKVUDJOFLW74UGC&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,,2017年国产6.8分动作片《破局》BD国粤双语中字,https://www.dy2018.com/i/98489.html
,,"magnet:?xt=urn:btih:dcfbf80037d1e0b59c73e6e9bbc17a6763003be3&dn=英雄本色2018_BD国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:G3MS57JVRH3YXVZFEYBKPBI4GBYBNF43&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:AP4F2XXNZYROYETO6CUMJD6DHKD435WU&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce",,2018年国产动作片《英雄本色2018》BD国语中字,https://www.dy2018.com/i/99133.html
,,"magnet:?xt=urn:btih:e63113e80fc0858d283d8eb0eb52f643734b5539&dn=脸庞，村庄_BD中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:NYQT3EQXJ6G2EE3BE7X3HECP3QGYB4UE&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce",,"2017年法国9.2分纪录片《脸庞,村庄》BD中字",https://www.dy2018.com/i/99328.html
,,"magnet:?xt=urn:btih:9fcd01fa5251a710db8dd0ee945e2b40eb0ed5be&dn=迷镇凶案_HD中英双字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:XBKYJPDI2J3DSBC52HYVFWLUTFS5RXER&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce",,2017年欧美6.3分动作片《迷镇凶案》HD中英双字,https://www.dy2018.com/i/98968.html
,,"magnet:?xt=urn:btih:ed78b5d2dae1ffeb70743a1a47b007b9bd511b84&dn=空天猎_BD国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:3T3SJE2YGPNRSE3RFU5QI5ZR4RGK2NP5&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:WRFOK4MXSTHKQZVGGK2NQQC37GXBTGLT&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce",,2017年国产动作片《空天猎》BD国语中字,https://www.dy2018.com/i/98676.html
,,"magnet:?xt=urn:btih:06e6080a68dfa3829323061063628a8f75f4cae4&dn=比得兔_BD中英双字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:DRMDBXSS3EA3CLJJHXOWDGDSRUAH4ANN&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce",,2018年欧美7.5分动画片《比得兔》BD中英双字,https://www.dy2018.com/i/99376.html
,,"magnet:?xt=urn:btih:563e547d815975be0f4b9aa185b3a9039e6ecc44&dn=妖猫传_BD国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:BYSBGBOQTOGMNVQVHL46LNWXB5E7D4XN&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:TGDT2XSMZFIOWAKNXHCNYIK3E2DBQFRG&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce",,2017年国产7.0分奇幻片《妖猫传》BD国语中字,https://www.dy2018.com/i/99013.html
,,"magnet:?xt=urn:btih:ccca20ddff691bd9e5435ae4e038c07ba1b20ec4&dn=花滑女王_HD国俄双语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:90178c2cd2b2ea34535b7d3cfea7e2fbdf121083&dn=花滑女王_HD国俄双语中字_.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:XVJ2LRVIXKCW72BFNWCIMIAL77QCULMS&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce",,2018年俄罗斯7.2分爱情片《花滑女王》HD国俄双语中字,https://www.dy2018.com/i/99432.html
,,"magnet:?xt=urn:btih:16a6d07d89b8586cc654b8058502cdaf033f16fa&dn=普通女人_HD中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:A4BVRSADNPMAIOGVWO7MNFDZ5L3AERCX&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce",,2017年欧美7.4分剧情片《普通女人》HD高清中字,https://www.dy2018.com/i/99434.html
,,"magnet:?xt=urn:btih:f989d6ec89872642fd9a52334357744b21d44434&dn=遇见你真好_HD高清国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:KPSVTBYTLTEPAOR6VVQXEQ5EDDLQ3XLB&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce",,2018年国产爱情片《遇见你真好》HD高清国语中字,https://www.dy2018.com/i/99440.html
,,"magnet:?xt=urn:btih:a0da292877fd151e9b6cd9a0c47dd9b405b614c5&dn=爱在记忆消逝前_HD国法双语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:QM5T3JMM6QCAQW43EVYDD7CF7DQX7C34&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce",,2017年欧美8.2分爱情片《爱在记忆消逝前》HD国英双语中字,https://www.dy2018.com/i/99443.html
,,"magnet:?xt=urn:btih:b2f538cf988dc350f29e7545aeae6bc8a11690fc&dn=巴霍巴利王2：终结_BD中英双字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,magnet:?xt=urn:btih:JZEPHDWFU5ZYHKLN4F67TMLX7EFRNHNM&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce",,2017年印度7.1分动作片《巴霍巴利王(下)：终结》BD中英双字,https://www.dy2018.com/i/98256.html
,,,,06最新爆笑大片《我的超级前女友》DVD中字,https://www.dy2018.com/html/gndy/dyzz/20070821/5031.html
,,,,07爆笑大片《的士速递4》DVD-R中字完美版,https://www.dy2018.com/html/gndy/dyzz/20070821/5033.html
,,,,07最新神秘惊悚大片《叫魂》DVD-R中字,https://www.dy2018.com/html/gndy/dyzz/20070821/5040.html
,,,,性感美女大胆演绎战争惊悚片《惊惧黑书》DVD中字,https://www.dy2018.com/html/gndy/dyzz/20070820/5020.html
,,,,美国最新火爆动作科幻大片《魔界契约》DVD中字,https://www.dy2018.com/html/gndy/dyzz/20070820/5021.html
,,,,哆啦A梦经典动画剧场版系列《哆啦A梦：大雄与风之使者》DVD中字,https://www.dy2018.com/i/20070820/5022.html
,,,,丹泽尔·华盛顿 安吉丽娜·朱莉神秘剧情《神秘拼图》DVD中字,https://www.dy2018.com/html/gndy/dyzz/20070820/5023.html
,,,,抢劫赌场顶级动作犯罪大片《宝刀未老》DVD中字,https://www.dy2018.com/html/gndy/dyzz/20070820/5024.html
,,,,美国终极美女性感演绎惊悚恐怖大片《鬼影人》DVD中字,https://www.dy2018.com/html/gndy/dyzz/20070821/5028.html
